,Vendor,Model,Current_Price,Time,Date
874,CyberPower,UTI675E,2544,11.08.2022,15:44:48
875,CyberPower,UTI675EI,2693,11.08.2022,15:44:48
876,CyberPower,UTI875E,3564,11.08.2022,15:44:48
877,CyberPower,UTI875EI,3564,11.08.2022,15:44:48
878,CyberPower,VALUE 1200EILCD,13561,11.08.2022,15:44:48
879,CyberPower,VALUE 600EI,3670,11.08.2022,15:44:48
880,CyberPower,VALUE 600EI,3703,11.08.2022,15:44:48
881,CyberPower,VP1000ELCD,9130,11.08.2022,15:44:48
882,CyberPower,VP700EILCD,8599,11.08.2022,15:44:48
883,CyberPower,VP700ELCD,9110,11.08.2022,15:44:48
884,Delta,AMPLON,107824,11.08.2022,15:44:48
885,Delta,AMPLON RT,102705,11.08.2022,15:44:48
886,Delta,Electronics Amplon MX,34960,11.08.2022,15:44:48
887,Delta,Electronics Amplon RT 10,263437,11.08.2022,15:44:48
888,Delta,Electronics UPS102R2RT2B035,48148,11.08.2022,15:44:48
889,Delta,UPS103R2RT2N035,135332,11.08.2022,15:44:48
890,DKC,SMALLR1A5I,34904,11.08.2022,15:44:48
891,DKC,SMALLR2A5I,59038,11.08.2022,15:44:48
892,DKC,SMALLR3A5I,70192,11.08.2022,15:44:48
893,DKC,SMALLT2A10S,47403,11.08.2022,15:44:48
894,DKC,SOLOMD10A10,492863,11.08.2022,15:44:48
895,DKC,SOLOMD5A10,328246,11.08.2022,15:44:48
896,DKC,SOLOMD6A10,362134,11.08.2022,15:44:48
897,Eaton,9SX1500I,55491,11.08.2022,15:44:48
898,Eaton,9SX700I,31907,11.08.2022,15:44:48
899,Ippon,Back Basic 1500,10733,11.08.2022,15:44:48
900,Ippon,Back Basic 650,2407,11.08.2022,15:44:48
901,Ippon,Back Office 600,3142,11.08.2022,15:44:48
902,Ippon,Back Power Pro II Euro 650,5296,11.08.2022,15:44:48
903,Ippon,Innova RT II 1000,27800,11.08.2022,15:44:48
904,Ippon,Innova RT II 1500,36510,11.08.2022,15:44:48
905,Ippon,Smart Winner II 1150 1U,22320,11.08.2022,15:44:48
906,Ippon,Smart Winner II 2000E,35913,11.08.2022,15:44:48
907,Powercom,IMD-1025AP,9763,11.08.2022,15:44:48
908,Powercom,IMD-1200AP,11501,11.08.2022,15:44:48
909,Powercom,IMD-1500AP,14024,11.08.2022,15:44:48
910,Powercom,IMD-2000AP,16023,11.08.2022,15:44:48
911,Powercom,IMD-3000AP,42763,11.08.2022,15:44:48
912,Powercom,IMD-525AP,5386,11.08.2022,15:44:48
913,Powercom,IMD-625AP,6269,11.08.2022,15:44:48
914,Powercom,IMD-825AP,8115,11.08.2022,15:44:48
915,Powercom,IMP-1025AP,10918,11.08.2022,15:44:48
916,Powercom,IMP-1500AP,13498,11.08.2022,15:44:48
917,Powercom,IMP-3000AP,24534,11.08.2022,15:44:48
918,Powercom,IMP-625AP,5553,11.08.2022,15:44:48
919,Powercom,IMP-825AP,7153,11.08.2022,15:44:48
920,Powercom,INF-1100,10827,11.08.2022,15:44:48
921,Powercom,INF-1500,12118,11.08.2022,15:44:48
922,Powercom,INF-500,8021,11.08.2022,15:44:48
923,Powercom,INF-800,9481,11.08.2022,15:44:48
924,Powercom,KIN-1000AP RM,16322,11.08.2022,15:44:48
925,Powercom,KIN-600AP RM (1U),14880,11.08.2022,15:44:48
926,Powercom,MAC-1000,18840,11.08.2022,15:44:48
927,Powercom,MAC-1500,27721,11.08.2022,15:44:48
928,Powercom,MAC-2000,29789,11.08.2022,15:44:48
929,Powercom,MRT-2000SE,42026,11.08.2022,15:44:48
930,Powercom,RPT-1000AP EURO,5442,11.08.2022,15:44:48
931,Powercom,RPT-1025AP,7500,11.08.2022,15:44:48
932,Powercom,RPT-1500AP,8527,11.08.2022,15:44:48
933,Powercom,RPT-2000AP,9760,11.08.2022,15:44:48
934,Powercom,RPT-600A,2692,11.08.2022,15:44:48
935,Powercom,RPT-800A,3141,11.08.2022,15:44:48
936,Powercom,RPT-800AP,3711,11.08.2022,15:44:48
937,Powercom,SMART KING PRO+,18020,11.08.2022,15:44:48
938,Powercom,SNT-1000,31332,11.08.2022,15:44:48
939,Powercom,SNT-3000,54153,11.08.2022,15:44:48
940,Powercom,SPD-1000U,7739,11.08.2022,15:44:48
941,Powercom,SPD-1100U LCD,8066,11.08.2022,15:44:48
942,Powercom,SPD-450N,3819,11.08.2022,15:44:48
943,Powercom,SPD-550U LCD,5498,11.08.2022,15:44:48
944,Powercom,SPD-550U LCD USB,5609,11.08.2022,15:44:48
945,Powercom,SPD-650U,6338,11.08.2022,15:44:48
946,Powercom,SPD-750U LCD,6368,11.08.2022,15:44:48
947,Powercom,SPD-750U LCD USB,6324,11.08.2022,15:44:48
948,Powercom,SPR-1000 LCD,17280,11.08.2022,15:44:48
949,Powercom,SPR-1500 LCD,18800,11.08.2022,15:44:48
950,Powercom,SPR-3000 LCD,35970,11.08.2022,15:44:48
951,Powercom,SPT-1000-II-LCD,13500,11.08.2022,15:44:48
952,Powercom,SPT-3000-II LCD,28720,11.08.2022,15:44:48
953,Powercom,SPT-500-II,8476,11.08.2022,15:44:48
954,Powercom,SRT-1000A LCD,21262,11.08.2022,15:44:48
955,Powercom,SRT-1500A LCD,27810,11.08.2022,15:44:48
956,Powercom,SRT-2000A LCD,31384,11.08.2022,15:44:48
957,Powercom,SRT-3000A LCD,39435,11.08.2022,15:44:48
958,Powercom,VRT-10K,132610,11.08.2022,15:44:48
959,Sven,Pro 1000,5800,11.08.2022,15:44:48
960,APC,BR900MI,21388,11.08.2022,16:59:00
961,APC,BVX1600LI-GR,11992,11.08.2022,16:59:00
962,APC,BVX900LI-GR,8565,11.08.2022,16:59:00
963,APC,BX1600MI,19651,11.08.2022,16:59:00
964,APC,BX500CI,6614,11.08.2022,16:59:00
965,APC,BX750MI,10543,11.08.2022,16:59:00
966,APC,BX750MI-GR,11168,11.08.2022,16:59:00
967,APC,BX950MI,14016,11.08.2022,16:59:00
968,APC,SC620I,27796,11.08.2022,16:59:00
969,APC,SMC2000I,73415,11.08.2022,16:59:00
970,APC,SMC3000I,123463,11.08.2022,16:59:00
971,APC,SMC3000RMI2U,156823,11.08.2022,16:59:00
972,APC,SMT1000I,58652,11.08.2022,16:59:00
973,APC,SMT1500I,83500,11.08.2022,16:59:00
974,APC,SMT3000RMI2U,241686,11.08.2022,16:59:00
975,APC,SRT1000RMXLI,126885,11.08.2022,16:59:00
976,APC,SRT1000XLI,79355,11.08.2022,16:59:00
977,CyberPower,BR1200ELCD,14418,11.08.2022,16:59:00
978,CyberPower,BR700ELCD,8503,11.08.2022,16:59:00
979,CyberPower,CP900EPFCLCD,13905,11.08.2022,16:59:00
980,CyberPower,OL1000ERTXL2U,91937,11.08.2022,16:59:00
981,CyberPower,OL1500ERTXL2U,98194,11.08.2022,16:59:00
982,CyberPower,OLS1000ERT2UA,47738,11.08.2022,16:59:00
983,CyberPower,OLS2000EC,36161,11.08.2022,16:59:00
984,CyberPower,OLS6000EC,136611,11.08.2022,16:59:00
985,CyberPower,OR1000ELCDRM1U,31304,11.08.2022,16:59:00
986,CyberPower,PLT1000ELCDRT2U,27152,11.08.2022,16:59:00
987,CyberPower,PLT2000ELCDRT2U,40989,11.08.2022,16:59:00
988,CyberPower,PLT3000ELCDRT2U,51202,11.08.2022,16:59:00
989,CyberPower,PR1000ERTXL2U,70069,11.08.2022,16:59:00
990,CyberPower,PR2200ERTXL2U,88638,11.08.2022,16:59:00
991,CyberPower,PR2200ERTXL2UA,118401,11.08.2022,16:59:00
992,CyberPower,PR750ELCD,35949,11.08.2022,16:59:00
993,CyberPower,UTC850EI,4218,11.08.2022,16:59:00
994,CyberPower,VP1000EILCD,8580,11.08.2022,16:59:00
995,CyberPower,VP1200EILCD,14979,11.08.2022,16:59:00
996,CyberPower,VP1200ELCD,16273,11.08.2022,16:59:00
997,CyberPower,VP1600EILCD,16732,11.08.2022,16:59:00
998,DKC,INFO1200S,9048,11.08.2022,16:59:00
999,DKC,INFO600S,4506,11.08.2022,16:59:00
1000,DKC,INFO650SI,3277,11.08.2022,16:59:00
1001,DKC,INFO800S,5653,11.08.2022,16:59:00
1002,DKC,INFOLCD1200I,10414,11.08.2022,16:59:00
1003,DKC,INFOLCD1500I,13166,11.08.2022,16:59:00
1004,DKC,INFOLCD1500S,13166,11.08.2022,16:59:00
1005,DKC,INFOLCD2000SI,16945,11.08.2022,16:59:00
1006,DKC,INFOLCD600I,5371,11.08.2022,16:59:00
1007,DKC,INFOLCD800I,7024,11.08.2022,16:59:00
1008,DKC,INFOPDU600,6396,11.08.2022,16:59:00
1009,DKC,INFOPDU800,7150,11.08.2022,16:59:00
1010,DKC,INFORPRO1000I,26561,11.08.2022,16:59:00
1011,DKC,INFORPRO3000I,51909,11.08.2022,16:59:00
1012,DKC,SMALLT3A0PS,44246,11.08.2022,16:59:00
1013,Eaton,9E 1000I,26636,11.08.2022,16:59:00
1014,Eaton,9SX1000I,37456,11.08.2022,16:59:00
1015,Eaton,9SX1000IR,62081,11.08.2022,16:59:00
1016,Eaton,9SX2000I,71313,11.08.2022,16:59:00
1017,Eaton,9SX2000IR,109120,11.08.2022,16:59:00
1018,Eaton,9SX3000I,109245,11.08.2022,16:59:00
1019,Eaton,9SX3000IR,140332,11.08.2022,16:59:00
1020,Ippon,Back Basic 1050,5090,11.08.2022,16:59:00
1021,Ippon,Back Basic 850,3095,11.08.2022,16:59:00
1022,Ippon,Back Basic 850S Euro,3915,11.08.2022,16:59:00
1023,Ippon,Back Comfo Pro II 1050,10771,11.08.2022,16:59:00
1024,Ippon,Back Office 400,2581,11.08.2022,16:59:00
1025,Ippon,Back Verso 400,3625,11.08.2022,16:59:00
1026,Ippon,Back Verso 600,3955,11.08.2022,16:59:00
1027,Ippon,Back Verso 800,4943,11.08.2022,16:59:00
1028,Ippon,Innova G2 1000,16381,11.08.2022,16:59:00
1029,Ippon,Innova G2 2000,34190,11.08.2022,16:59:00
1030,Ippon,Innova RT 1500,43990,11.08.2022,16:59:00
1031,Ippon,Innova RT 2000,44620,11.08.2022,16:59:00
1032,Ippon,Innova RT 3000,71990,11.08.2022,16:59:00
1033,Ippon,Innova RT II 2000,45640,11.08.2022,16:59:00
1034,Ippon,Smart Power Pro II 1200 Euro,11590,11.08.2022,16:59:00
1035,Ippon,Smart Winner II 1000,22601,11.08.2022,16:59:00
1036,Ippon,Smart Winner II 1500 Euro,28336,11.08.2022,16:59:00
1037,Ippon,Smart Winner II 1550 1U,37730,11.08.2022,16:59:00
1038,Ippon,Smart Winner II 3000,46912,11.08.2022,16:59:00
1039,Powercom,IMP-2000AP,13595,11.08.2022,16:59:00
1040,Powercom,KIN-1200AP LCD,19970,11.08.2022,16:59:00
1041,Powercom,KIN-1500AP LCD,22456,11.08.2022,16:59:00
1042,Powercom,MAC-3000,34889,11.08.2022,16:59:00
1043,Powercom,Macan MRT-3000SE,44333,11.08.2022,16:59:00
1044,Powercom,RPT-1000A,3998,11.08.2022,16:59:00
1045,Powercom,RPT-1000AP,4731,11.08.2022,16:59:00
1046,Powercom,RPT-1000A EURO,4467,11.08.2022,16:59:00
1047,Powercom,RPT-2000AP-LCD,11625,11.08.2022,16:59:00
1048,Powercom,RPT-600A,2690,11.08.2022,16:59:00
1049,Powercom,RPT-600AP,3460,11.08.2022,16:59:00
1050,Powercom,RPT-800A EURO,3572,11.08.2022,16:59:00
1051,Powercom,SPD-1000N,5542,11.08.2022,16:59:00
1052,Powercom,SPD-1000N,5217,11.08.2022,16:59:00
1053,Powercom,SPD-450N,3478,11.08.2022,16:59:00
1054,Powercom,SPD-650N,4208,11.08.2022,16:59:00
1055,Powercom,SPD-850N,5059,11.08.2022,16:59:00
1056,Powercom,SPD-900U LCD,6933,11.08.2022,16:59:00
1057,Powercom,SPD-900U LCD USB,7143,11.08.2022,16:59:00
1058,Powercom,SPR-2000 LCD,27190,11.08.2022,16:59:00
1059,Powercom,SPT-1500-II-LCD,15198,11.08.2022,16:59:00
1060,Powercom,WOW-1000U,6509,11.08.2022,16:59:00
1061,Powercom,WOW-300,3054,11.08.2022,16:59:00
1062,Powercom,WOW-500U,4094,11.08.2022,16:59:00
1063,Powercom,WOW-700U,4544,11.08.2022,16:59:00
1064,Sven,Pro 1500,7677,11.08.2022,16:59:00
1065,Sven,Pro 400,2895,11.08.2022,16:59:00
1066,Sven,Pro 600,3542,11.08.2022,16:59:00
1067,Sven,Pro 650,3740,11.08.2022,16:59:00
1068,Sven,Pro 800,3921,11.08.2022,16:59:00
1069,Sven,RT-1000,10654,11.08.2022,16:59:00
1070,Sven,RT-500,7155,11.08.2022,16:59:00
1071,Sven,UP-L1000E,4682,11.08.2022,16:59:00
1072,APC,Back-UPS,13775,11.08.2022,16:59:00
1073,APC,SC420I,16578,11.08.2022,16:59:00
1074,APC,SMC2000I-2U,135948,11.08.2022,16:59:00
1075,APC,SMT1500RMI1U,119140,11.08.2022,16:59:00
1076,APC,SMT2200RMI2U,186705,11.08.2022,16:59:00
1077,APC,SMT750RMI2UNC,103926,11.08.2022,16:59:00
1078,APC,SMX3000HV,181849,11.08.2022,16:59:00
1079,APC,SMX3000RMHV2UNC,247552,11.08.2022,16:59:00
1080,APC,SMX750I,81689,11.08.2022,16:59:00
1081,APC,SMX750INC,89111,11.08.2022,16:59:00
1082,APC,SRT1000UXI-LI+XBP48RM1U-LI,195121,11.08.2022,16:59:00
1083,APC,SRT2200XLI,193349,11.08.2022,16:59:00
1084,APC,SRTG15KXLI,1171575,11.08.2022,16:59:00
1085,APC,SUA750RMI1U,54931,11.08.2022,16:59:00
1086,APC,SURT1000XLIM,160718,11.08.2022,16:59:00
1087,CyberPower,BR1000ELCD,10210,11.08.2022,16:59:00
1088,CyberPower,BS650E,5610,11.08.2022,16:59:00
1089,CyberPower,BS650E NEW,5947,11.08.2022,16:59:00
1090,CyberPower,BS850E,7400,11.08.2022,16:59:00
1091,CyberPower,BS850E NEW,6675,11.08.2022,16:59:00
1092,CyberPower,BU725E,3478,11.08.2022,16:59:00
1093,CyberPower,OL10KERT3UPM,277449,11.08.2022,16:59:00
1094,CyberPower,OL2000ERTXL2U,124262,11.08.2022,16:59:00
1095,CyberPower,OL5KERTHD,239379,11.08.2022,16:59:00
1096,CyberPower,OL6KERT3UPM,221483,11.08.2022,16:59:00
1097,CyberPower,OL6KERTHD,278180,11.08.2022,16:59:00
1098,CyberPower,OLS6000ERT6Ua,183878,11.08.2022,16:59:00
1099,CyberPower,OR600ERM1U,20663,11.08.2022,16:59:00
1100,CyberPower,PR1000ELCDRTXL2U,73828,11.08.2022,16:59:00
1101,CyberPower,PR1500ERTXL2U,80790,11.08.2022,16:59:00
1102,CyberPower,PR6000ELCDRTXL5U,297218,11.08.2022,16:59:00
1103,CyberPower,SMP350EI,6956,11.08.2022,16:59:00
1104,CyberPower,SMP550EI,7906,11.08.2022,16:59:00
1105,CyberPower,UT1100EIG,6250,11.08.2022,16:59:00
1106,CyberPower,UT1500EI,8700,11.08.2022,16:59:00
1107,CyberPower,UT650EG,3254,11.08.2022,16:59:00
1108,CyberPower,UT650EIG,3484,11.08.2022,16:59:00
1109,CyberPower,UT850EG,4282,11.08.2022,16:59:00
1110,CyberPower,UT850EIG,4208,11.08.2022,16:59:00
1111,CyberPower,UTC650E,2433,11.08.2022,16:59:00
1112,CyberPower,UTC650EI,2290,11.08.2022,16:59:00
1113,CyberPower,UTI675E,2544,11.08.2022,16:59:00
1114,CyberPower,UTI675EI,2693,11.08.2022,16:59:00
1115,CyberPower,UTI875E,3564,11.08.2022,16:59:00
1116,CyberPower,UTI875EI,3564,11.08.2022,16:59:00
1117,CyberPower,VALUE 1200EILCD,13561,11.08.2022,16:59:00
1118,CyberPower,VALUE 600EI,3670,11.08.2022,16:59:00
1119,CyberPower,VALUE 600EI,3703,11.08.2022,16:59:00
1120,CyberPower,VP1000ELCD,9130,11.08.2022,16:59:00
1121,CyberPower,VP700EILCD,9110,11.08.2022,16:59:00
1122,CyberPower,VP700ELCD,9110,11.08.2022,16:59:00
1123,Delta,AMPLON,107824,11.08.2022,16:59:00
1124,Delta,AMPLON RT,102705,11.08.2022,16:59:00
1125,Delta,Electronics Amplon MX,34960,11.08.2022,16:59:00
1126,Delta,Electronics Amplon RT 10,263437,11.08.2022,16:59:00
1127,Delta,Electronics UPS102R2RT2B035,48148,11.08.2022,16:59:00
1128,Delta,UPS103R2RT2N035,135332,11.08.2022,16:59:00
1129,DKC,SMALLR1A5I,34904,11.08.2022,16:59:00
1130,DKC,SMALLR2A5I,59038,11.08.2022,16:59:00
1131,DKC,SMALLR3A5I,70192,11.08.2022,16:59:00
1132,DKC,SMALLT2A10S,47403,11.08.2022,16:59:00
1133,DKC,SOLOMD10A10,492863,11.08.2022,16:59:00
1134,DKC,SOLOMD5A10,328246,11.08.2022,16:59:00
1135,DKC,SOLOMD6A10,362134,11.08.2022,16:59:00
1136,Eaton,9SX1500I,55491,11.08.2022,16:59:00
1137,Eaton,9SX700I,31907,11.08.2022,16:59:00
1138,Ippon,Back Basic 1500,10733,11.08.2022,16:59:00
1139,Ippon,Back Basic 650,2407,11.08.2022,16:59:00
1140,Ippon,Back Office 600,3142,11.08.2022,16:59:00
1141,Ippon,Back Power Pro II Euro 650,5296,11.08.2022,16:59:00
1142,Ippon,Innova RT II 1000,27800,11.08.2022,16:59:00
1143,Ippon,Innova RT II 1500,36510,11.08.2022,16:59:00
1144,Ippon,Smart Winner II 1150 1U,22320,11.08.2022,16:59:00
1145,Ippon,Smart Winner II 2000E,35913,11.08.2022,16:59:00
1146,Powercom,IMD-1025AP,9763,11.08.2022,16:59:00
1147,Powercom,IMD-1200AP,11501,11.08.2022,16:59:00
1148,Powercom,IMD-1500AP,14024,11.08.2022,16:59:00
1149,Powercom,IMD-2000AP,16023,11.08.2022,16:59:00
1150,Powercom,IMD-3000AP,42763,11.08.2022,16:59:00
1151,Powercom,IMD-525AP,5386,11.08.2022,16:59:00
1152,Powercom,IMD-625AP,6269,11.08.2022,16:59:00
1153,Powercom,IMD-825AP,8115,11.08.2022,16:59:00
1154,Powercom,IMP-1025AP,10918,11.08.2022,16:59:00
1155,Powercom,IMP-1500AP,13498,11.08.2022,16:59:00
1156,Powercom,IMP-3000AP,24534,11.08.2022,16:59:00
1157,Powercom,IMP-625AP,5553,11.08.2022,16:59:00
1158,Powercom,IMP-825AP,7153,11.08.2022,16:59:00
1159,Powercom,INF-1100,10827,11.08.2022,16:59:00
1160,Powercom,INF-1500,12118,11.08.2022,16:59:00
1161,Powercom,INF-500,8021,11.08.2022,16:59:00
1162,Powercom,INF-800,9481,11.08.2022,16:59:00
